,Text,encoded-author,pred
731,china announced a major reform of its huge agricultural system on wednesday saying it would take the ambitious step of unifying the price the state pays for grain with the market rate to boost output next year,14,49
846,china and the united states reached agreement on sunday to extend a deal on textiles averting a multibillion dollar trade war an official with chinas ministry of foreign trade and economic cooperation said,34,34
1705,australias foreign minister alexander downer announced on friday an agreement with china to expand their security dialogue saying recent frictions had failed to spoil growing ties between the two pacific powers,34,30
1214,british food manufacturer hillsdown holdings plc on thursday reported a 105 percent increase in its 1996 pretax profits to 1505 million pounds 2427 million and said the business climate in 1997 looked good,47,47
455,intel corp stock surged tuesday lifted by a quarterly earnings report that substantially outpaced wall street expectations and confirmed its status among analysts as the shooting star of technology stocks,9,9
675,the party of czech prime minister vaclav klaus performed strongly in senate elections on saturday but with turnout at 35 percent the real winner was apathy,13,13
790,federal express corporation fedex is planning to utilise another former us military base in the philippines fedex and philippine officials told reuters,15,33
1607,local billionaire kerry packer faces an uphill battle to overcome political opposition and a high asking price if he wants to take over australias oldest publisher john fairfax holdings ltd,4,23
617,air canadas president and chief executive officer lamar durrett has expressed his frustration at being repeatedly denied permission by the canadian government to begin daily flights from vancouver and toronto to hong kong,15,12
1204,british telecom bt made corporate history on sunday by unveiling a 20 billion merger with americas mci communications in a coup that ensures it a leading position in the worlds biggest telecoms market,24,24
2190,a us defence team found human remains and parts of an american bomber on tuesday after making its way up a steep mountain slope in southwestern china to inspect a recently found world war two crash site,43,34
1459,daewoo electronics on tuesday tried to placate french critics of its planned purchase of thomson multimedia with job and investment promises while calling a counterbid not realistic,29,29
798,british utility northern electric pumped up its defence against a takeover bid by omaha nebbased calenergy inc tuesday with promises of higher dividends and unit mergers,16,16
1366,china has agreed not to enforce a ban on imports of us poultry until after toplevel quarantine talks scheduled to take place in beijing next week us business and diplomatic sources said tuesday,27,27
1512,losses have mounted in a stock market slump that has dragged on for years yet japanese securities brokers still cling on,10,10
915,lloyds of london beset by huge losses until 1993 is focused on its future and the needs of its clients after one of the most dramatic periods in its 300year history chairman sir david rowland said,44,44
2362,family controlled food and retailing group associated british foods reported a 15 percent increase in its full year profits on monday but chairman garry weston sounded a wary note when asked about the year ahead,47,47
2370,british clothing retailer burton on thursday showed off a 54 percent full year profit rise breaking all stockmarket forecasts and said shoppers were happier now than at any time since the early 1990s,47,16
570,america online inc stock tumbled friday a day after the online computer service reported a biggerthanexpected secondquarter loss and after some analysts downgraded its stock,46,46
722,chinas economic growth is likely to accelerate in 1997 as beijing pumps up its economy before a crucial communist party congress that may tackle nagging reform problems state media said on sunday,14,34
1736,chinese leaders wednesday denounced beijings exclusion from the world trade organisation as unjust saying the giant communist nation had made great strides in opening its markets to trade and investment,34,34
1756,sprint corp showed a dynamic performance in all businesses in the third quarter of 1996 and better than mci communications corp or atampt corp will manage in longdistance telephone analysts said,35,35
1419,the global empire of british telecommunications plc and mci communications corp charged into the vast spanishspeaking world friday leaving them with only asia to conquer,24,35
2299,the justice department is investigating possible bidrigging during airwaves auctions held by the federal government for wireless phone licenses,40,40
80,prime minister vaclav klaus said on tuesday that improving the regulation of beleaguered czech capital markets was on his agenda but he took a shot at critics who have said the improvement was coming too slowly,13,18
1688,quick amp reilly group inc  agreed wednesday to buy overthecounter marketmaker nash weiss inc another step by the pioneering discount broker into lowprofile but lucrative financialservices businesses,33,5
1753,atampt corp chairman robert allen is likely step down early to help attract a talented enough successor to take the helm of the nations largest longdistance company sources close to atampt said friday,35,35
590,chinas stock markets surged anew on wednesday following two days of dramatic falls as investors recovered from the shock of an official crackdown on speculation traders said,11,11
226,british defence and industrial giant general electric co plc saw its half year profits hit by a restructuring charge on friday to cover an internal shakeup which includes a string of disposals and up to 1000 job cuts,8,8
1222,hong kongs airport authority which is being pressured by the worlds airlines not to impose much higher fees at the territorys new airport said it will reveal the estimated level of charges early in the new year,15,15
1101,large us medical device manufacturers are expected to post strong profit gains for the third quarter possibly speeding a flight to quality in a sector where smallcap companies are taking a beating,22,22
469,two of japans most troubled banks took action tuesday to end their longrunning financial woes with one announcing a radical restructuring and the other finding a merger partner,10,10
256,as the worlds first internet bank atlantabased security first network bank has had somewhat of an identity problem with potential customers,5,41
116,british property company greycoat plc under fire from a group of shareholders calling for it to be broken up said on monday it was confident of getting the support of its institutional shareholders in rejecting the plan,2,2
1266,a motto of bill gates chairman of microsoft corp has been a computer on every desk running microsoft software,25,31
2085,in the true spirit of the lightningfast world of the internet the browser wars which peaked in late summer have now been replaced by the battle for delivering content efficiently over the web,41,41
1982,the next stop for railroad industry consolidation is likely to be a philadelphia courtroom where a judge next week may decide if norfolk southern corp can block a proposed union between conrail inc and csx corp,39,39
698,general motors corp is expected to seek bids for its hughes electronics corp defense businesses in the first of a series of transactions aimed at divesting its remaining nonautomotive assets analysts said thursday,7,7
338,three canadian financial institutions on tuesday launched north americas first citywide reusable smart card designed to replace cash in retail transactions,6,6
137,it may sound like a dull backwater but the role of compliance has again been thrust into the limelight as yet another respected financial institution was rapped by the authorities this week for breaking the rules,2,2
936,longtroubled solid waste company midamerican waste systems inc filed for bankruptcy on wednesday and said it signed an agreement to sell most assets to fastgrowing rival usa waste services inc,39,22
1022,another member of colombias main oil workers union was arrested on terrorist charges a union leader said sunday on the eve a meeting to set the start date for a strike that could paralyze the industry,20,20
1314,nomura securities co ltd paid more than 70 million yen 555000 via stock deals into accounts linked to a racketeer the securities firms former president said on tuesday,10,10
1647,ivory coast must boost quality controls improve farmer training and market different grades of cocoa separately to retain its quality image netherlands cocoa association ncv head louis bensdorp said on friday,32,32
1784,hordes of aggressive telephone resellers banging at the gates of atampt corp sprint corp and mci communications corp have already grabbed 12 billion of the 80 billion long distance market,35,35
1275,chinas stock regulators are trying to reassert control over what they see as backdoor listings of chinese companies in hong kong market sources said on thursday,49,42
192,the australian stock exchange on tuesday used the china visit of prime minister john howard to make a high profile sales pitch for chinese companies to list shares on australias stock market,49,23
1395,us experts are striving to assure china their chicken is safe but it is impossible to tell if poultry exported to china comes from areas hit by dangerous diseases government and industry sources said on monday,27,27
2342,electronic commerce over the internet  buying airplane tickets music cds or clothes with a credit card  is not fiction anymore,46,46
2440,europes envoy in hong kong on thursday said the european union had lost credibility by falling into public disarray over a resolution at the united nations designed to censure china for human rights violations,42,37
1948,midwest regional banks should continue their trend of low doubledigit earnings growth in the 1997 first quarter with expense control steady loan growth and share buybacks pacing results,5,5
70,canadas political leaders campaigning for reelection on june 2 are accusing one another of being too american in their approach to canadas cherished but malnourished health care system,12,12
90,the threeparty coalition of rightwing czech prime minister vaclav klaus won a majority of seats on saturday in runoff elections to parliaments new upper house the senate,1,13
143,ce electric the us energy group appeared poised to win its hostile bid for british regional electricity group northern electric plc on tuesday after britains takeover panel ruled against the target firm,2,16
2218,scottish amicable said on tuesday it will be giving policyholders information about abbey nationals bid for the company when it details its own proposals to shed its mutual status and float on the stock market,44,44
1955,rite aid corp said it plans to swiftly integrate thrifty payless inc into its alreadypowerful company by attacking weaknesses in the regional drugstore chains distribution and technology,39,22
2,britains motor industry reported 1996 car registrations at a sevenyear high on tuesday but admitted the figures masked problems of erratic retail sales poor margins and the threat to exports posed by a surging pound,8,8
278,twas the day before christmas and all through the malls retailers were looking for a last minute push for a merry holiday sales season,5,5
838,british regional electricity company northern electric on monday promised to rush out results by the end of november to prove that a 1225 billion hostile bid from americas ce electric undervalued it but ce electric said it still felt its 630 pence per share offer was full and fair adding that there was nothing in northern electrics defence document which changes our view,16,16
417,us car giant ford motor co said on thursday it would cut 1300 jobs at its halewood plant near liverpool northwest england or almost one third of the workforce through a redundancy programme,8,8
1714,chinas economy grew by 96 percent in the first nine months of 1996 but many urban family incomes are lagging behind the state statistical bureau said wednesday,34,49
715,the us governments top asia official winston lord was to hold talks with chinese deputy foreign minister liu huaqiu in beijing on a range of issues including human rights diplomats said on wednesday,14,34
57,top seed goran ivanisevic cruised to a 76 64 win over romanias adrian voinea in the first round of the czech indoor open on monday,1,1
831,usbased dominion resources on wednesday agreed a 13 billion pound 215 billion takeover of east midlands electricity one of only five remaining british independent regional electricity companies recs,16,16
507,china on thursday slammed a plan by rival taiwan to ship nuclear waste to north korea saying the scheme was a blatant attempt by taipei to split the country and spoil beijings ties with its communist neighbour,34,3
2431,csx corp and conrail inc were expected thursday to announce sweetened terms for their proposed friendly 85 billion merger according to sources familiar with the transaction,39,39
2433,czech foreign minister josef zieleniec said on monday his country viewed as frivolous and absolutely unacceptable russian threats of economic reprisals for pragues entry into nato,18,13
1218,citrix systems inc stock surged 69 percent monday after microsoft corp agreed to license its software technology and include it in upcoming versions of microsoft windows nt,25,31
2442,peregrine inc may let go up to half of the 5500 hourly employees at the four former general motors corp component plants it purchased last month the new companys top executive said thursday,48,7
1962,french holding company cgip said on friday it could strike a deal in the next few weeks to acquire a 28 percent stake in automotive parts firm valeo sa from italian businessman carlo de benedetti,39,38
459,a group of us and european firms on tuesday revealed they had developed a system for money transactions over the internet,2,2
1054,shares in premier farnell dipped on monday after the newly enlarged electronic components distributor posted halfyear profits slightly below expectations,21,48
585,the most magnificent building of old shanghai  the former hongkong amp shanghai bank headquarters on the waterfront bund  became a bank once again on thursday with a staterun shanghai bank renting it from the city,11,11
1725,chinese state media on friday lashed out at a usfunded radio news station accusing the united states and other western nations of stepping up cold war propaganda against beijing,34,3
774,dhl worldwide express plans to strengthen its role as market leader in china by opening 14 new offices and employing another 600 staff within the next three years said the companys area manager for hong kong and china andy tseng,15,15
1658,heavy latemarch rains favoured ivorian midcrop cocoa harvest prospects as the months rainfall total edged up to longterm average levels after a february drought weather and crop analysts said on monday,32,32
1995,an independent shareholder advisory firm recommended thursday that investors of conrail inc reject a key provision in the railroads proposed acquisition by csx inc,39,39
741,david walsh the maverick canadian bankrupt turned gold prospector now embroiled in a worldwide mining controversy always dreamed of striking it rich,6,6
1331,french state agencies met on friday to rubber stamp an 11 billion franc 209 billion capital injection of state aid in electronics group thomson sa as the government reviewed options for reviving its sale,29,29
1510,the broken hill proprietary co ltds steel division expects to increase its earnings in the current 199697 year due to lower costs and improved operations bhp steel chief executive ron mcneilly told reuters on thursday,30,30
1277,informix corp shares plunged to a threeyear low tuesday after the database software company said it expected to report a substantial firstquarter loss on far weakerthanexpected sales,25,25
968,microsoft corp said its thirdquarter profit jumped 85 percent to 104 billion well beyond analysts expectations on strength in its core windows business and the new office 97 upgrade,31,31
751,hainan airlines plans to buy 10 airliners from boeing corp in the next two years in a major fleet expansion to be funded by bonds loans and chinas first public airline share issue company officials said,34,15
2257,fastdeveloping vaccine discovery group peptide therapeutics plc said on tuesday it planned to target north america in its quest for further alliances,19,19
2385,brewer to leisure group bass plc is expected to report a strong improvement in fullyear earnings on wednesday driven by growth at holiday inns and its chain of harvester restaurants,47,47
218,national mutual holdings ltd managing director geoff tomlinson said on thursday that strong investment markets meant group earnings for the 199697 year were likely to be in line with the july prospectus forecasts,4,4
1899,the death of chinese leader deng xiaoping has had an impact in hong kong unseen since the 1976 passing of mao zedong founder of communist china,37,37
987,the consortium building the 2000 olympic stadium in sydney has sought permission from the international olympic committee to sell games tickets overseas after struggling to find local buyers for its financing scheme,4,23
2461,chinas oil and chemical trading giant sinochem hopes to list shares in singapore as a first step in its plan to become a worldclass conglomerate a top official said on friday,49,42
1616,ivorian 199697 cocoa arrivals stood at 330000 to 350000 tonnes by early december analysts and exporters said,32,32
534,nippon credit bank ltd one of japans mosttroubled banking groups had 10 trillion yen 813 billion of its most senior debt cut to junk levels by moodys on friday,10,10
2030,air canada said it is making a profit on its hong kongvancouver route which celebrates its first year of operations this month,15,15
606,north americas largest gold producer torontobased barrick gold corp reported lower thirdquarter earnings on tuesday due to an aftertax charge and higher operating costs,12,6
473,battling competition in its core longdistance phone business a need to enter new markets and a looming management transition atampt corp faces an even broader challenge in the proposed merger of british telecommunications plc and mci communications inc two of its biggest adversaries,9,35
1207,chinas stock markets saw heavy turnover on monday but little change to the key indices as the impact of deng xiaopings death faded and profittaking set in analysts said,11,11
560,too many futures exchanges in china are presently trading metals contracts which should realistically be limited to just one or two given the current low trading volumes officials and analysts said on thursday,11,27
449,anglous autocomponents giant lucasvarity unveiled a major corporate shakeup on tuesday planning 13 noncore disposals and a speededup rationalisation which will axe 3000 jobs worldwide over two years,8,8
284,the us economy should provide a repeat in 1997 of the steady growth seen in 1996 which should also lead to car and truck sales near 1996 levels according to economists who work for the big three automakers,5,48
1807,british television and newspaper group united news amp media posted a profit rise of more than 20 percent on thursday and said it had made significant progress since a merger earlier this year effectively doubled its size,21,21
1078,chinas stock markets greeting the year of the ox on monday after a twoweek lunar new year break are expected to perform well through the year but with trading more subdued than last year analysts said on sunday,11,11
1594,microsoft corp is expected to report on friday that it had modest earnings growth in the second quarter despite tough comparisons with the yearearlier period and a sales slowdown ahead of an upgrade to its topselling software bundle,31,31
1257,apple computer incs unexpected fourth quarter profit initially impressed wall street but some analysts said thursday that the computer maker was not out of the woods yet,25,25
550,trading on most of chinas futures markets under pressure from beijing to curb speculation has now dropped so far that hedging has become virtually impossible traders and analysts said on tuesday,11,11
1042,colombian president ernesto samper decreed an economic emergency on monday warning that the economic and social stability of the country was under threat,20,20
266,if miss manners the nations arbiter of proper taste and decorum can find good things to say about car dealers then the industry must be doing something right,48,22
1505,australias fosters brewing group ltd said on monday it was thirsty for expansion and eyeing possible joint ventures in india and vietnam to add to its international stable of breweries,30,30
2430,chrysler corp said tuesday it filed an appeal protesting a california department of motor vehicle dmv ban on the company shipping new vehicles to dealers as a penalty for allegedly violating the states lemon law,48,7
1741,chinas soaring demand for computer chips is expected to fuel strong growth in a domestic semiconductor industry that has long lagged behind its asian neighbours industry and government officials said on monday,34,49
1475,the planned sale of stateowned thomson multimedia to daewoo electronics has whipped up a storm of protest which on monday drove down shares in the korean companys french partner lagardere groupe,29,29
465,china has pledged to edge open its insurance stock retail wholesale and banking sectors to foreign investment as part of a drive for longdelayed entry to the world trade organisation wto,3,49
891,lam research corp expanding its expertise in semiconductor manufacturing equipment said monday it agreed to buy ontrak systems inc for 225 million in stock,25,9
829,british spirits pubs and fast food group allied domecq on tuesday reported a fall in annual profits but effectively ruled out a demerger as a solution to its problems,16,47
1124,us consumers are greeting the latest home computers  faster than ever but lacking new whizbang features  with a collective yawn,22,25
1327,regulators wednesday approved a sweeping overhaul of domestic telephone charges that they said will lower costs for residential and business customers who make a lot of longdistance calls,40,40
1546,australias biggest aluminium producer comalco ltd plunged into the red on monday blaming weak prices a strong local dollar and higher smelting costs,30,30
1504,australias fosters brewing group ltd said monday it was thirsty for expansion and eyeing possible joint ventures in india and vietnam to add to its brewery holdings around the world,30,30
899,australias top bank national australia bank ltd nab is expected to report halfyear net earnings of over a1 billion us780 million on thursday putting it on track for another record fullyear result,30,30
116,china urged calm on friday as it negotiated with south korea on the fate of a top north korean asylumseeker stranded in seouls mission in beijing and waiting pyongyang officials said they wanted to lure the turncoat home,43,43
209,cisco systems inc fell more than two points in active trading wednesday and analysts said the decline in the stock reflected cautious comments by cisco officials about the traditionally weak april quarter,9,9
2346,sugar producers in china are worried that a flood of imports could swamp the domestic market and drive down prices already below breakeven point industry and trade sources said on wednesday,27,27
1495,embattled channel tunnel operator eurotunnel plc assured investors on monday that the financial fallout from last novembers fire would not hit its debt rescue plan or derail longterm growth,8,8
1293,synopsys inc said thursday it agreed to buy epic design technology inc for about 4281 million in stock to gain expertise in a hot niche of the semiconductor design business,25,25
1194,the head of credit suisse first boston in europe david mulford said on thursday that while economies were gaining speed throughout eastern europe csfb would concentrate its activity where it was already based,18,2
1312,toronto stocks ended softer due to a selloff in financial services on wednesday while the value of trading was the thirdhighest ever,26,26
541,japans big securities houses have come to accept that deregulating commissions on stock transactions is essential if they are to keep their major customers industry sources say,10,10
1456,chrysler corp will report record earnings for 1996 based on record worldwide sales of 297 million vehicles company chairman robert eaton said tuesday,7,7
1345,the toronto stock market posted its sixth record close of the year on tuesday led by a rally in canadas socalled big six banks,26,26
56,the heads of 10 leading us hightechnology companies descended on washington wednesday to lobby for stronger laws protecting their products from piracy,0,41
1704,tcf financial corp a bank holding company moved to enter the business equipment leasing field friday signing a letter of intent to acquire winthrop resources corp for about 326 million,5,5
31,convinced there is no quick end in sight to a crippling seat supplier strike ford motor co said monday it was moving ahead with a plan to resume production of its expedition fullsize sport utilty vehicle with seats from another company,48,48
1996,as canadas budget deficit shrinks politicians campaigning ahead of june elections are debating whether to cut taxes or raise government spending,12,12
1745,software giant microsoft corps stock dropped more than 4 percent monday amid indications that a successor to the windows 95 operating system will be delayed until 1998,31,31
566,the former soviet union will probably see grain output increase this year after last years droughthit disaster industry officials said on friday,28,28
525,the association of british insurers abi on thursday cautioned the new labour government against reducing tax credits on dividends or lowering incentives to pension provision in its first budget,44,44
1992,british gas plc which unveiled an expected sharp deterioration in interim profits on thursday is in a realistic phase of negotiations with producers over crippling gas supply contracts chairman richard giordano said,19,19
1554,the czech industrial sector is really in weak shape with generally low profits and poor corporate leadership the european bank for reconstruction and development czech team leader said on wednesday,18,18
1294,intuit inc microsoft corp and checkfree corp said thursday they jointly developed a software standard to make it easier to bank online,25,46
1785,sergio cabrera laid down his rebels rifle years ago but he still draws on the lessons of guerrilla warfare to carve out his role as colombias premier movie director,20,20
344,veronika hirsch a flamboyant canadian stock picker whose highprofile move to fidelity investments was marred by controversy parted with the bostonbased fund company on tuesday,6,26
1896,thumbing its nose at britain china brought hong kongs elected legislature a step closer to oblivion on saturday when it founded a new lawmaking body to take over next july when it takes back the colony,37,37
1676,international businessman tony oreilly said on friday acquisitions by his independent newspapers plc will slow considerably next year after the takeover of new zealands leading newspaper and other deals,33,4
2201,britain and china signalled on monday that they are set to discuss beijings late request to deploy more troops in hong kong before the territory reverts to chinese rule at midnight this june 30,45,45
554,to hear the shanghai film studio tell the story it is a classic drama of a poor brave underdog challenging a greedy monopolising giant,11,11
2302,us computer hardware makers are expected to report mixed results for the third quarter starting this week as some companies are still in the throes of product transitions but a few will have solid earnings,46,41
538,japanese banks already groaning under problem loans are dangerously exposed to the volatile tokyo stock market and a further drop in the market may finally force them into a bloodletting reorganisation analysts say,10,10
2017,deregulation of the 100 billion local telephone market is progressing  but not by the script written by the federal communications commission,40,40
822,calenergy of the us threw british regional electricity company northern electric its second bid challenge in just over a year on monday with a 1225 billion offer and analysts said it may succumb,16,16
2415,chinas president jiang zemin speaking publicly for the first time since the death of deng xiaoping vowed on friday to push forward the reforms that his mentor launched 18 years ago,14,14
683,australias central bank is out to make a buck  preferably a foreign one,30,30
131,uk investment capital group 3i group plc said on thursday the increase in its first half net asset value nav per share was healthy but had been partly held back by continental europe and a strong pound,2,2
991,milumil babymilk powder used by around 25000 mothers in britain and ireland was withdrawn from from stores and clinics on friday after a scare over salmonella poisoning,19,19
590,the soaring value of british medical devices company biocompatibles plc may be rushing ahead of itself analysts said on tuesday,19,19
1489,several thousand employees of french consumer electronics company thomson multimedia held protest marches in paris and other towns on wednesday against the planned sale of the group to south koreas daewoo,29,29
2249,caterpillar inc remains concerned that continued strength of the dollar could pressure its pricing though the impact was not that great in the first quarter,5,5
1363,up to 100000 tonnes of copper held in shanghai bonded warehouses confounding the world market as to its source and ultimate fate probably belongs to chinas strategic state reserve industry sources said on friday,27,27
1225,tobacco company lawyers defending against the 5 billion broin secondhandsmoke lawsuit are ahead in the race to seat favorable jurors repeatedly knocking out nurses and others who say secondhand smoke probably causes disease according to trial consultants,33,33
283,aiming to fill americans seemingly insatiable desire for sport utility vehicles chrysler corp  and ford motor co  both introduced new models of the goanywhere vehicles tuesday at the north american international auto show,5,48
168,china began the trial of prominent dissident and former student leader wang dan on wednesday on the capital charge of plotting to overthrow the government a court official said,3,3
1440,russias oil industry earned higher export revenues from booming world prices in 1996 but has started 1997 increasingly worried about the slow pace of recovery in demand at home energy analysts said on wednesday,28,28
1757,building materials group boral ltd is expected to report a lower net profit before abnormals for the six months to december 31 on wednesday but the results should show signs of an improving housing market analysts said,23,4
2137,john majors conservatives can no longer rely on the loyal support of much of britains press to help deliver the votes needed to secure a fifth successive election victory editors and political analysts say,21,17
1879,sun microsystems inc will announce tuesday its entry into the supercomputing systems market long dominated by cray research which was acquired by silicon graphics inc last year,41,41
1410,britains serious fraud office sfo was on thursday drawn closer to the probe into alleged irregularities in three morgan grenfell investment funds,2,2
82,australian television network the seven network ltd is expected to report a 2530 percent higher preabnormal annual net profit on monday but analysts said this rise was likely to disguise a second half profit slowdown,4,23
2057,the czechs a small nation with an impressive history of oscar success on tuesday showered praise on jan and zdenek sverak for bringing home a coveted academy award for their film kolya,18,18
2128,a festive calm settled over hong kong on thursday as people prepared to welcome the year of the ox the territorys last lunar new year celebration under british rule,42,45
651,us and chinese negotiators were locked in lastditch talks into the night on saturday to try to hammer out a new textile accord and a deal on market access as a new deadline loomed for a crosspacific trade war,14,34
933,leading cruise ship operators looking to repeat their us successes by exporting another bit of american culture will have to tailor their seagoing holidays to local markets and tastes,33,33
2489,ivory coast is planning to streamline management of mining policy to cut red tape and attract more investors to its expanding gold mining sector,32,32
1474,international chemicals group courtaulds plc said on wednesday that its wonderfibre tencel global coatings business and fastgrowing plastic packaging operations would spearhead expansion in the coming years,19,19
2493,etrade group inc president and chief executive christos cotsakos said the company continues to increase its subscribers by eight to ten percent per month with some days at higher rates,41,22
500,pop singer michael jackson flew into prague on tuesday to launch his first tour in two years as promoters erected a huge statue of the star on a hill over the city where a monument to soviet chief josef stalin once stood,18,18
2344,the longterm prospects for lloyds reinsurance vehicle equitas an integral part of the recovery plans of the worlds oldest insurance market remain uncertain after a qualified set of first accounts,44,44
2415,while general motors corp struggles to overcome labor costs of 43 an hour at its parts plants the head of one global auto supplier is painting a darwinian view of the future in which an increasing number of workers earn less than 10 an hour,48,7
1874,canadian envoys on tuesday dismissed reports that thousands of hong kong people in canada may be forced to flock home en masse ahead of hong kongs 1997 handover to china in order to protect their residence rights,37,37
975,the czech crown fell sharply on thursday following central bank comments that it was not satisfied with the currencys recent rise but dealers said the crown remains attractive and should stabilise by weeks end,1,1
1497,microsoft corps fiscal thirdquarter profit jumped 85 percent to 104 billion well beyond analysts expectations on strength in its core business including sales of its office 97 upgrade the worlds largest software company reported thursday,31,31
216,appliance and building products manufacturer email ltd reported a lower half year net profit and dividend on monday but forecast that recent restructuring and a seasonal lift would boost profits in the second half,4,4
2355,british cider group matthew clark said on tuesday fashionable alcopop drinks had helped to wipe a third off the sales of its premium brands  diamond white k and babycham  in the first five months of the financial year,47,47
1687,quick amp reilly group inc sees revenues possibly doubling to as much as 120 million by early 1998 at the otc marketmaker nash weiss amp co the pioneering discount broker is buying top quick executives said on wednesday,33,35
1657,while the issue of hong kongs civil liberties after its return to china has grabbed the international spotlight the territorys people remain concerned about a more insidious threat  corruption,42,37
655,the czech national bank cnb on thursday laid out conditions for a government scheme to buy smaller banks doubtful debts in an effort to restore confidence in the countrys banks,13,13
2151,chinese president jiang zemin on thursday used the 60th anniversary of a communist military ordeal to try to strengthen his grip on the army by exhorting soldiers to toe the party line,43,3
270,maytag corp boosted by its hoover floor care line said on thursday its earnings for the fourth quarter more than doubled from a year ago as the company returned to profitability for the full year,36,5
86,senate runoff elections on friday and saturday should have little impact on czech capital markets as investors focus on macroeconomic fundamentals not political influences,1,1
1776,the keys to worldcom incs 14 billion takeover of mfs communications co inc are savings on duplicated costs and a chance to be the first with endtoend service in us businesses telecommunications,35,35
740,royal bank of scotland has seen its corporate and institutional banking cib unit show good growth in recent years using a strategy which rejects any idea of competing in the increasingly crowded investment banking world,17,17
1682,the busang rumor mill continued to churn on wednesday as a jittery market weighed freeportmcmoran copper amp gold incs move to extend its review of the controversial gold project,6,12
1717,china said on thursday it could produce more than enough grain to feed its growing population despite frequent natural disasters rapid industrialisation longterm droughts and a chronic lack of arable land,34,34
1867,prime minister vaclav klaus said on tuesday that improving the regulation of beleaguered czech capital markets was on his agenda but he took a shot at critics who have said the improvement was coming too slowly,13,18
565,chinas aluminium can makers are facing a tough year in 1997 as surging world metal prices force costs up while domestic chinese demand has yet to catch up with capacity industry experts said on wednesday,27,27
695,seven network ltds managing director gary rice said on wednesday that he expected a slightly better performance in the second half of 199697 than a year earlier,23,23
1866,a chinese plan for 6000 peoples liberation army pla troops to march into hong kong the very minute britain hands the colony back to china in 1997 would send the world a bad signal diplomats said on thursday,37,37
595,last weeks stern crackdown on chinas stock markets has increased the speculative instinct of investors to trade on rumours of policy shifts rather than on fundamentals analysts said monday,11,11
691,central african leaders on thursday welcomed a decision by president mobutu sese seko not to seek reelection saying it opened a way for a peaceful end to zaires civil war and gave its transitional parliament a key role,32,32
1197,the stock of networking software company citrix systems inc lost almost 60 percent of its value thursday amid concerns that its core product might face competition from industry behemoth microsoft corp,46,9
1599,chinas deng xiaoping launched the greatest economic boom on earth and justified his reforms to doubting marxist ideologues with one deceptively simple phrase,14,14
1587,microsoft corp stock is ending 1996 near where it began  at slightly more than 80 a share,31,31
2411,although general motors corp and the united auto workers are separated by crucial outsourcing issues analysts said monday they do not foresee the union staging a protracted strike against gm,48,7
2462,china has tried to put new pressure on taiwan to boost economic ties courting the islands businessmen with an announcement of rules on direct shipping links analysts said on sunday,49,3
286,using cost cuts to offset flat samestore sales discount retail giant kmart corp wednesday reported a 9 million thirdquarter profit compared with a yearago loss of 69 million,7,7
279,canadas barrick gold corp the worlds second largest gold producer said on thursday indonesia and canadas mining sectors are innocent casualties of the busang gold controversy,6,12
1647,port arrivals of 199697 octsept ivorian coffee totalled about 175000 tonnes by march 24 compared to about 160000 tonnes in 199596 but more remains upcountry exporters said,32,32
1095,wembley englands home of soccer since the 1920s will be the site of a new national stadium the countrys sports council announced on tuesday,21,21
2024,cigarette makers bargaining with antitobacco activists on settling smoking lawsuits have talked little about money and are dwelling on tighter government regulation of tobacco and eliminating sales pitches to youths sources said friday,33,33
895,former barings treasury and risk chief ian hopkins has been banned from being a director in the city industry sources said on thursday after a threeday disciplinary hearing,17,17
1143,chinas president jiang zemin and premier li peng have paid a formal chinese new year call on reclusive paramount leader deng xiaoping state media said on wednesday,14,43
456,burmese democracy leader aung san suu kyi received on friday an honorary doctorate in absentia from pragues charles university in a show of czech solidarity with burmas democrats,18,14
1061,the directorgeneral of the bbc called on friday for an increase in the british television licence fee to protect what he said was the most successful cultural institution in the world,21,21
153,calenergy inc upped the ante in its hostile pursuit of british power company northern electric plc friday raising its offer to 782 million pounds 129 billion and setting a dec 20 deadline,16,16
874,british bank barclays tuesday sold its global custody business to investment bank morgan stanley for an undisclosed sum thought to be less than 50 million british pounds 83 million,17,17
558,chinas state debt has become the top investment choice among local investors in 1996 thanks to a slew of market reform measures but further reforms are needed to ensure a continued boom analysts said on tuesday,11,11
1147,columbiahca healthcare corp the largest us hospital company thursday agreed to buy pharmacy benefits management firm value health inc for about 13 billion in stock,22,22
4,china is building a network of major toll highways to supplement its overloaded railway system and plans to float stock for many of the roads to fund the expansion companies and analysts said on monday,11,49
43,australias largest home mortgage lender warned on wednesday that a proposed change to australias system of prudential regulation could lead to huge collapses like those seen in the us savings and loan system,4,4
2359,the jailing of one of the founding fathers of modern chinas stock markets announced this month has sent a chill through the markets with a clear message that no one is exempt analysts said on monday,11,11
381,a battle is shaping up for control of russias fuel and energy ministry after the minister resigned and the losers are likely to be western firms eyeing deals in the lucrative russian oil sector industry sources said on monday,28,28
2192,a us military honour guard on friday formally took back the remains of us airmen killed in world war two and sent them on their final journey home,43,12
578,chinas financial markets have made significant steps towards maturity in 1996 with beijing more willing than ever to allow them to gradually take on the mantle of economic control analysts said on friday,11,11
1429,a big diamond deal between russia and de beers has been caught up in political manoeuverings in moscow bickering ministries and a shakeup in the leadership of the russian diamond industry are conspiring to delay a crucial agreement,28,28
